Index,CASRN,Chemical.Name,Source,Toxicity.Value,Organ,Reference,Effect,Dose.Converted,X.Doses,Dose,Dose.Unit1,Dose.Unit2,Final.Dose,N.Animal,Obs.Animal,Species,Strain,Sex,Effect.Sex,Route,No.Days,Duration,Duration.type
14,52244,Tris(1-aziridinyl)phosphine sulfide,CalEPA,12,blood,"National Cancer Institute (NCI, 1978). Bioassay ofTris(1-aziridinyI)phosphine Sulfide (Thiotepa) for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 58. NTIS Publication No. PB 285702. US Department of Health, Education and Welfare (DHEW), NCI Carcinogenesis Testing Program, Bethesda, MD.",leukemia (combined lymphocytic and granulocytic),Dose,3,0.7,mg/kg bw,mg/kg bw,0.7,37,5,Rat,Sprague-Dawley,M/F,M,Other,NA,104,Weeks
14,52244,Tris(1-aziridinyl)phosphine sulfide,CalEPA,12,blood,"National Cancer Institute (NCI, 1978). Bioassay ofTris(1-aziridinyI)phosphine Sulfide (Thiotepa) for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 58. NTIS Publication No. PB 285702. US Department of Health, Education and Welfare (DHEW), NCI Carcinogenesis Testing Program, Bethesda, MD.",leukemia (combined lymphocytic and granulocytic),Dose,3,1.4,mg/kg bw,mg/kg bw,1.4,30,6,Rat,Sprague-Dawley,M/F,M,Other,NA,104,Weeks
15,52244,Tris(1-aziridinyl)phosphine sulfide,CalEPA,12,female repro,"National Cancer Institute (NCI, 1978). Bioassay ofTris(1-aziridinyI)phosphine Sulfide (Thiotepa) for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 58. NTIS Publication No. PB 285702. US Department of Health, Education and Welfare (DHEW), NCI Carcinogenesis Testing Program, Bethesda, MD.",uterine adenocarcinoma,Dose,3,0,mg/kg-bw,mg/kg-bw,0,20,0,Rat,Sprague-Dawley,M/F,F,Other,NA,104,Weeks
15,52244,Tris(1-aziridinyl)phosphine sulfide,CalEPA,12,female repro,"National Cancer Institute (NCI, 1978). Bioassay ofTris(1-aziridinyI)phosphine Sulfide (Thiotepa) for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 58. NTIS Publication No. PB 285702. US Department of Health, Education and Welfare (DHEW), NCI Carcinogenesis Testing Program, Bethesda, MD.",uterine adenocarcinoma,Dose,3,0.7,mg/kg-bw,mg/kg-bw,0.7,30,2,Rat,Sprague-Dawley,M/F,F,Other,NA,104,Weeks
15,52244,Tris(1-aziridinyl)phosphine sulfide,CalEPA,12,female repro,"National Cancer Institute (NCI, 1978). Bioassay ofTris(1-aziridinyI)phosphine Sulfide (Thiotepa) for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 58. NTIS Publication No. PB 285702. US Department of Health, Education and Welfare (DHEW), NCI Carcinogenesis Testing Program, Bethesda, MD.",uterine adenocarcinoma,Dose,3,1.4,mg/kg-bw,mg/kg-bw,1.4,32,7,Rat,Sprague-Dawley,M/F,F,Other,NA,104,Weeks
16,53963,2-Acetylaminofluorene,CalEPA,3.8,liver,"Ogiso T, Tatematsu M, Tamano S, Tsuda H and Ito N (1985). Comparative effects of carcinogens on the induction of placental glutathione S-transferase-positive liver nodull:s in a short-term assay and of hepatocellular carcinomas in a long-term assay.
Toxicol. Pathol. 13: 257-265.",hepatocellular carcinoma,Conv,4,0,mg/kg/day,% diet,0,30,0,Rat,Fischer 344,M,Both,Oral diet,NA,104,Weeks
16,53963,2-Acetylaminofluorene,CalEPA,3.8,liver,"Ogiso T, Tatematsu M, Tamano S, Tsuda H and Ito N (1985). Comparative effects of carcinogens on the induction of placental glutathione S-transferase-positive liver nodull:s in a short-term assay and of hepatocellular carcinomas in a long-term assay.
Toxicol. Pathol. 13: 257-265.",hepatocellular carcinoma,Conv,4,0.13,mg/kg/day,% diet,0.13,23,3,Rat,Fischer 344,M,Both,Oral diet,NA,104,Weeks
16,53963,2-Acetylaminofluorene,CalEPA,3.8,liver,"Ogiso T, Tatematsu M, Tamano S, Tsuda H and Ito N (1985). Comparative effects of carcinogens on the induction of placental glutathione S-transferase-positive liver nodull:s in a short-term assay and of hepatocellular carcinomas in a long-term assay.
Toxicol. Pathol. 13: 257-265.",hepatocellular carcinoma,Conv,4,0.58,mg/kg/day,% diet,0.58,27,26,Rat,Fischer 344,M,Both,Oral diet,NA,104,Weeks
16,53963,2-Acetylaminofluorene,CalEPA,3.8,liver,"Ogiso T, Tatematsu M, Tamano S, Tsuda H and Ito N (1985). Comparative effects of carcinogens on the induction of placental glutathione S-transferase-positive liver nodull:s in a short-term assay and of hepatocellular carcinomas in a long-term assay.
Toxicol. Pathol. 13: 257-265.",hepatocellular carcinoma,Conv,4,2.74,mg/kg/day,% diet,2.74,23,23,Rat,Fischer 344,M,Both,Oral diet,NA,104,Weeks
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,0,ppm water,ppm water,0,240,1,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,0.033,ppm water,ppm water,0.004088496,60,1,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,0.066,ppm water,ppm water,0.008176991,60,0,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,0.132,ppm water,ppm water,0.016353982,60,5,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,0.264,ppm water,ppm water,0.032707965,60,2,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,0.528,ppm water,ppm water,0.065415929,60,4,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,1.056,ppm water,ppm water,0.130831858,60,8,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,1.584,ppm water,ppm water,0.196247788,60,14,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,2.112,ppm water,ppm water,0.261663717,60,7,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,2.64,ppm water,ppm water,0.327079646,60,17,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,3.168,ppm water,ppm water,0.392495575,60,17,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,4.224,ppm water,ppm water,0.523327434,60,26,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,5.28,ppm water,ppm water,0.654159292,60,26,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,6.336,ppm water,ppm water,0.78499115,60,30,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,8.448,ppm water,ppm water,1.046654867,60,25,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
17,55185,N-Nitrosodiethylamine,CalEPA,36,liver,"Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.",fatal liver tumors,Dose,16,16.896,ppm water,ppm water,2.093309735,60,44,Rat,Colworth,M/F,M,Oral drinking water,NA,lifetime,Duration
18,55630,Nitroglycerin,PPRTV,0.017,liver,"Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox",hepatocellular tumors (combined),HEq,4,0,mg/kg-day,% in feed,0,24,1,Rat,CD,M/F,M,Oral diet,NA,24,Months
18,55630,Nitroglycerin,PPRTV,0.017,liver,"Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox",hepatocellular tumors (combined),HEq,4,0.96,mg/kg-day,% in feed,0.96,28,0,Rat,CD,M/F,M,Oral diet,NA,24,Months
18,55630,Nitroglycerin,PPRTV,0.017,liver,"Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox",hepatocellular tumors (combined),HEq,4,9.8,mg/kg-day,% in feed,9.8,26,4,Rat,CD,M/F,M,Oral diet,NA,24,Months
18,55630,Nitroglycerin,PPRTV,0.017,liver,"Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox",hepatocellular tumors (combined),HEq,4,107,mg/kg-day,% in feed,107,21,15,Rat,CD,M/F,M,Oral diet,NA,24,Months
19,55630,Nitroglycerin,PPRTV,0.017,liver,"Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox",hepatocellular tumors (combined),HEq,4,0,mg/kg-day,% in feed,0,29,0,Rat,CD,M/F,F,Oral diet,NA,24,Months
19,55630,Nitroglycerin,PPRTV,0.017,liver,"Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox",hepatocellular tumors (combined),HEq,4,1.1,mg/kg-day,% in feed,1.1,32,1,Rat,CD,M/F,F,Oral diet,NA,24,Months
19,55630,Nitroglycerin,PPRTV,0.017,liver,"Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox",hepatocellular tumors (combined),HEq,4,10.5,mg/kg-day,% in feed,10.5,28,3,Rat,CD,M/F,F,Oral diet,NA,24,Months
19,55630,Nitroglycerin,PPRTV,0.017,liver,"Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox",hepatocellular tumors (combined),HEq,4,107,mg/kg-day,% in feed,107,25,16,Rat,CD,M/F,F,Oral diet,NA,24,Months
20,55630,Nitroglycerin,PPRTV,0.017,male repro,"Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox",testicular interstitial cell tumors,Conv,4,0,mg/kg-day,% in feed,0,24,2,Rat,CD,M/F,M,Oral diet,NA,24,Months
20,55630,Nitroglycerin,PPRTV,0.017,male repro,"Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox",testicular interstitial cell tumors,Conv,4,3.04,mg/kg-day,% in feed,3.04,28,1,Rat,CD,M/F,M,Oral diet,NA,24,Months
20,55630,Nitroglycerin,PPRTV,0.017,male repro,"Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox",testicular interstitial cell tumors,Conv,4,31.5,mg/kg-day,% in feed,31.5,26,3,Rat,CD,M/F,M,Oral diet,NA,24,Months
20,55630,Nitroglycerin,PPRTV,0.017,male repro,"Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox",testicular interstitial cell tumors,Conv,4,363,mg/kg-day,% in feed,363,21,11,Rat,CD,M/F,M,Oral diet,NA,24,Months
21,56531,Diethylstilbestrol,CalEPA,350,mammary glands,"Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.",Mammary gland tumors.,Dose,8,0,ppb diet,ppb diet,0,121,40,Mouse,C3H,F,Both,Oral diet,NA,85,Weeks
21,56531,Diethylstilbestrol,CalEPA,350,mammary glands,"Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.",Mammary gland tumors.,Dose,8,6.25,ppb diet,ppb diet,0.001080028,56,27,Mouse,C3H,F,Both,Oral diet,NA,85,Weeks
21,56531,Diethylstilbestrol,CalEPA,350,mammary glands,"Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.",Mammary gland tumors.,Dose,8,12.5,ppb diet,ppb diet,0.002160057,60,26,Mouse,C3H,F,Both,Oral diet,NA,85,Weeks
21,56531,Diethylstilbestrol,CalEPA,350,mammary glands,"Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.",Mammary gland tumors.,Dose,8,25,ppb diet,ppb diet,0.004320113,60,26,Mouse,C3H,F,Both,Oral diet,NA,85,Weeks
21,56531,Diethylstilbestrol,CalEPA,350,mammary glands,"Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.",Mammary gland tumors.,Dose,8,50,ppb diet,ppb diet,0.008640227,68,36,Mouse,C3H,F,Both,Oral diet,NA,85,Weeks
21,56531,Diethylstilbestrol,CalEPA,350,mammary glands,"Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.",Mammary gland tumors.,Dose,8,100,ppb diet,ppb diet,0.017280453,64,42,Mouse,C3H,F,Both,Oral diet,NA,85,Weeks
21,56531,Diethylstilbestrol,CalEPA,350,mammary glands,"Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.",Mammary gland tumors.,Dose,8,500,ppb diet,ppb diet,0.086402266,59,50,Mouse,C3H,F,Both,Oral diet,NA,85,Weeks
21,56531,Diethylstilbestrol,CalEPA,350,mammary glands,"Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.",Mammary gland tumors.,Dose,8,1000,ppb diet,ppb diet,0.172804533,58,50,Mouse,C3H,F,Both,Oral diet,NA,85,Weeks
22,59892,n-Nitrosomorpholine,CalEPA,6.7,respiratory system,"Ketkar MB, Holste J, Preussmann R and Althoff J. 1983. Carcinogenic effect of nitrosomorpholine administered in the drinking water to Syrian golden hamsters. Cancer Lett 17:333-338.",tumors of the respiratory system,Dose,4,0,mg/kg-day,mg/kg-day,0,50,0,Hamster,Golden Syrian,M/F,F,Oral drinking water,NA,,Duration
22,59892,n-Nitrosomorpholine,CalEPA,6.7,respiratory system,"Ketkar MB, Holste J, Preussmann R and Althoff J. 1983. Carcinogenic effect of nitrosomorpholine administered in the drinking water to Syrian golden hamsters. Cancer Lett 17:333-338.",tumors of the respiratory system,Dose,4,1.36,mg/kg-day,mg/kg-day,1.36,28,14,Hamster,Golden Syrian,M/F,F,Oral drinking water,NA,,Duration
22,59892,n-Nitrosomorpholine,CalEPA,6.7,respiratory system,"Ketkar MB, Holste J, Preussmann R and Althoff J. 1983. Carcinogenic effect of nitrosomorpholine administered in the drinking water to Syrian golden hamsters. Cancer Lett 17:333-338.",tumors of the respiratory system,Dose,4,6.82,mg/kg-day,mg/kg-day,6.82,30,16,Hamster,Golden Syrian,M/F,F,Oral drinking water,NA,,Duration
22,59892,n-Nitrosomorpholine,CalEPA,6.7,respiratory system,"Ketkar MB, Holste J, Preussmann R and Althoff J. 1983. Carcinogenic effect of nitrosomorpholine administered in the drinking water to Syrian golden hamsters. Cancer Lett 17:333-338.",tumors of the respiratory system,Dose,4,13.6,mg/kg-day,mg/kg-day,13.6,30,22,Hamster,Golden Syrian,M/F,F,Oral drinking water,NA,,Duration
23,61825,Amitrole,CalEPA,0.94,thyroid,"Steinhoff D, Weber H, Mohr U and Boehme K (1983). Evaluation of amitrole (aminotriazole) for potential carcinogenicity in orally dosed rats, mice, and golden hamsters. Toxicol. Appl. Pharmacol. 69: 161-169",thyroid tumors,Dose,4,0,ppm,ppm,0,75,7,Rat,Wistar,M/F,F,Oral diet,NA,165,Weeks
23,61825,Amitrole,CalEPA,0.94,thyroid,"Steinhoff D, Weber H, Mohr U and Boehme K (1983). Evaluation of amitrole (aminotriazole) for potential carcinogenicity in orally dosed rats, mice, and golden hamsters. Toxicol. Appl. Pharmacol. 69: 161-169",thyroid tumors,Dose,4,1,ppm,ppm,0.084175084,75,13,Rat,Wistar,M/F,F,Oral diet,NA,165,Weeks
23,61825,Amitrole,CalEPA,0.94,thyroid,"Steinhoff D, Weber H, Mohr U and Boehme K (1983). Evaluation of amitrole (aminotriazole) for potential carcinogenicity in orally dosed rats, mice, and golden hamsters. Toxicol. Appl. Pharmacol. 69: 161-169",thyroid tumors,Dose,4,10,ppm,ppm,0.841750842,75,12,Rat,Wistar,M/F,F,Oral diet,NA,165,Weeks
23,61825,Amitrole,CalEPA,0.94,thyroid,"Steinhoff D, Weber H, Mohr U and Boehme K (1983). Evaluation of amitrole (aminotriazole) for potential carcinogenicity in orally dosed rats, mice, and golden hamsters. Toxicol. Appl. Pharmacol. 69: 161-169",thyroid tumors,Dose,4,100,ppm,ppm,8.417508418,75,72,Rat,Wistar,M/F,F,Oral diet,NA,165,Weeks
24,62442,Phenacetin,CalEPA,0.0022,nasal passages,"Isaka H, Yoshii H, Otsuji A, Koike M, Nagai Y, Koura M, Sugiyasu K and Kanabayashi T (1979). Tumors of Sprague-Dawley rats induced by long-term feeding of phenacetin. Gann 70: 29-36.",nasal adenocarcinomas,Dose,3,0,% diet,% diet,0,19,0,Rat,Sprague-Dawley,M/F,M,Oral diet,NA,104,Weeks
24,62442,Phenacetin,CalEPA,0.0022,nasal passages,"Isaka H, Yoshii H, Otsuji A, Koike M, Nagai Y, Koura M, Sugiyasu K and Kanabayashi T (1979). Tumors of Sprague-Dawley rats induced by long-term feeding of phenacetin. Gann 70: 29-36.",nasal adenocarcinomas,Dose,3,1.25,% diet,% diet,860.4206501,22,8,Rat,Sprague-Dawley,M/F,M,Oral diet,NA,104,Weeks
24,62442,Phenacetin,CalEPA,0.0022,nasal passages,"Isaka H, Yoshii H, Otsuji A, Koike M, Nagai Y, Koura M, Sugiyasu K and Kanabayashi T (1979). Tumors of Sprague-Dawley rats induced by long-term feeding of phenacetin. Gann 70: 29-36.",nasal adenocarcinomas,Dose,3,2.5,% diet,% diet,1720.8413,27,7,Rat,Sprague-Dawley,M/F,M,Oral diet,NA,104,Weeks
25,62533,Aniline,CalEPA,0.0057,spleen,Chemical Industry Institute of Toxicology (CIIT) 1982. Aniline hydrochloride: 104-week chronic toxicity study in rats. Final report,splenic tumors,HEq,4,0,mg/kg-day,ppm,0,64,0,Rat,CD,M/F,M,Oral diet,NA,2,Years
