"Index","CASRN","Chemical.Name","Source","Toxicity.Value","Organ","Reference","Effect","Dose.Converted","X.Doses","Dose","Dose.Unit1","Dose.Unit2","N.Animal","Obs.Animal","Species","Strain","Sex","Effect.Sex","Route","No.Days","Duration","Duration.type"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"0.033","ppm water","ppm water","60","1","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"0.066","ppm water","ppm water","60","0","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"0.132","ppm water","ppm water","60","5","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"0.264","ppm water","ppm water","60","2","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"0.528","ppm water","ppm water","60","4","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"1.056","ppm water","ppm water","60","8","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"1.584","ppm water","ppm water","60","14","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"2.112","ppm water","ppm water","60","7","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"2.64","ppm water","ppm water","60","17","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"3.168","ppm water","ppm water","60","17","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"4.224","ppm water","ppm water","60","26","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"5.28","ppm water","ppm water","60","26","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"6.336","ppm water","ppm water","60","30","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"8.448","ppm water","ppm water","60","25","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
16,55185,"N-Nitrosodiethylamine","CalEPA",36,"liver","Peto R, Gray R, Brantom P and Grasso, P. 1982. Effects on two tonnes of inbred rats of chronic ingestion of diethyl- or dimethyl-nitrosamine: An unusually detailed dose-response study. Imperial Cancer Res Fund, Cancer Studies Unit, Nuffield Department of Clinical Medicine, Radcliffe Infirmary, Oxford.","fatal liver tumors","Dose",16,"16.896","ppm water","ppm water","60","44","Rat","Colworth","M/F","M","Oral drinking water",NA,"lifetime","Duration"
17,55630,"Nitroglycerin","PPRTV",0.017,"liver","Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox","hepatocellular tumors (combined)","HEq",4,"0.0","mg/kg-day","% in feed","24","1","Rat","CD","M/F","M","Oral diet",NA,"24","Months"
17,55630,"Nitroglycerin","PPRTV",0.017,"liver","Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox","hepatocellular tumors (combined)","HEq",4,"0.96","mg/kg-day","% in feed","28","0","Rat","CD","M/F","M","Oral diet",NA,"24","Months"
17,55630,"Nitroglycerin","PPRTV",0.017,"liver","Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox","hepatocellular tumors (combined)","HEq",4,"9.8","mg/kg-day","% in feed","26","4","Rat","CD","M/F","M","Oral diet",NA,"24","Months"
17,55630,"Nitroglycerin","PPRTV",0.017,"liver","Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox","hepatocellular tumors (combined)","HEq",4,"107.0","mg/kg-day","% in feed","21","15","Rat","CD","M/F","M","Oral diet",NA,"24","Months"
18,55630,"Nitroglycerin","PPRTV",0.017,"liver","Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox","hepatocellular tumors (combined)","HEq",4,"0.0","mg/kg-day","% in feed","29","0","Rat","CD","M/F","F","Oral diet",NA,"24","Months"
18,55630,"Nitroglycerin","PPRTV",0.017,"liver","Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox","hepatocellular tumors (combined)","HEq",4,"1.1","mg/kg-day","% in feed","32","1","Rat","CD","M/F","F","Oral diet",NA,"24","Months"
18,55630,"Nitroglycerin","PPRTV",0.017,"liver","Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox","hepatocellular tumors (combined)","HEq",4,"10.5","mg/kg-day","% in feed","28","3","Rat","CD","M/F","F","Oral diet",NA,"24","Months"
18,55630,"Nitroglycerin","PPRTV",0.017,"liver","Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox","hepatocellular tumors (combined)","HEq",4,"107.0","mg/kg-day","% in feed","25","16","Rat","CD","M/F","F","Oral diet",NA,"24","Months"
19,55630,"Nitroglycerin","PPRTV",0.017,"male repro","Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox","testicular interstitial cell tumors","Conv",4,"0.0","mg/kg-day","% in feed","24","2","Rat","CD","M/F","M","Oral diet",NA,"24","Months"
19,55630,"Nitroglycerin","PPRTV",0.017,"male repro","Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox","testicular interstitial cell tumors","Conv",4,"3.04","mg/kg-day","% in feed","28","1","Rat","CD","M/F","M","Oral diet",NA,"24","Months"
19,55630,"Nitroglycerin","PPRTV",0.017,"male repro","Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox","testicular interstitial cell tumors","Conv",4,"31.5","mg/kg-day","% in feed","26","3","Rat","CD","M/F","M","Oral diet",NA,"24","Months"
19,55630,"Nitroglycerin","PPRTV",0.017,"male repro","Ellis III, H.V., C.B. Hong, C.C. Lee et al. 1984. Subacute and chronic tox","testicular interstitial cell tumors","Conv",4,"363.0","mg/kg-day","% in feed","21","11","Rat","CD","M/F","M","Oral diet",NA,"24","Months"
20,56531,"Diethylstilbestrol","CalEPA",350,"mammary glands","Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.","Mammary gland tumors.","Dose",8,"0.0","ppb diet","ppb diet","121","40","Mouse","C3H","F","Both","Oral diet",NA,"85","Weeks"
20,56531,"Diethylstilbestrol","CalEPA",350,"mammary glands","Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.","Mammary gland tumors.","Dose",8,"6.25","ppb diet","ppb diet","56","27","Mouse","C3H","F","Both","Oral diet",NA,"85","Weeks"
20,56531,"Diethylstilbestrol","CalEPA",350,"mammary glands","Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.","Mammary gland tumors.","Dose",8,"12.5","ppb diet","ppb diet","60","26","Mouse","C3H","F","Both","Oral diet",NA,"85","Weeks"
20,56531,"Diethylstilbestrol","CalEPA",350,"mammary glands","Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.","Mammary gland tumors.","Dose",8,"25.0","ppb diet","ppb diet","60","26","Mouse","C3H","F","Both","Oral diet",NA,"85","Weeks"
20,56531,"Diethylstilbestrol","CalEPA",350,"mammary glands","Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.","Mammary gland tumors.","Dose",8,"50.0","ppb diet","ppb diet","68","36","Mouse","C3H","F","Both","Oral diet",NA,"85","Weeks"
20,56531,"Diethylstilbestrol","CalEPA",350,"mammary glands","Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.","Mammary gland tumors.","Dose",8,"100.0","ppb diet","ppb diet","64","42","Mouse","C3H","F","Both","Oral diet",NA,"85","Weeks"
20,56531,"Diethylstilbestrol","CalEPA",350,"mammary glands","Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.","Mammary gland tumors.","Dose",8,"500.0","ppb diet","ppb diet","59","50","Mouse","C3H","F","Both","Oral diet",NA,"85","Weeks"
20,56531,"Diethylstilbestrol","CalEPA",350,"mammary glands","Gass GH, Coats D and Graham N (1964). Carcinogenic dose-response curve to oral diethylstilbestrol. J. Nat. Cancer Inst. 33: 971-977.","Mammary gland tumors.","Dose",8,"1000.0","ppb diet","ppb diet","58","50","Mouse","C3H","F","Both","Oral diet",NA,"85","Weeks"
21,59892,"n-Nitrosomorpholine","CalEPA",6.7,"respiratory system","Ketkar MB, Holste J, Preussmann R and Althoff J. 1983. Carcinogenic effect of nitrosomorpholine administered in the drinking water to Syrian golden hamsters. Cancer Lett 17:333-338.","tumors of the respiratory system","Dose",4,"0.0","mg/kg-day","mg/kg-day","50","0","Hamster","Golden Syrian","M/F","F","Oral drinking water",NA,"","Duration"
21,59892,"n-Nitrosomorpholine","CalEPA",6.7,"respiratory system","Ketkar MB, Holste J, Preussmann R and Althoff J. 1983. Carcinogenic effect of nitrosomorpholine administered in the drinking water to Syrian golden hamsters. Cancer Lett 17:333-338.","tumors of the respiratory system","Dose",4,"1.36","mg/kg-day","mg/kg-day","28","14","Hamster","Golden Syrian","M/F","F","Oral drinking water",NA,"","Duration"
21,59892,"n-Nitrosomorpholine","CalEPA",6.7,"respiratory system","Ketkar MB, Holste J, Preussmann R and Althoff J. 1983. Carcinogenic effect of nitrosomorpholine administered in the drinking water to Syrian golden hamsters. Cancer Lett 17:333-338.","tumors of the respiratory system","Dose",4,"6.82","mg/kg-day","mg/kg-day","30","16","Hamster","Golden Syrian","M/F","F","Oral drinking water",NA,"","Duration"
21,59892,"n-Nitrosomorpholine","CalEPA",6.7,"respiratory system","Ketkar MB, Holste J, Preussmann R and Althoff J. 1983. Carcinogenic effect of nitrosomorpholine administered in the drinking water to Syrian golden hamsters. Cancer Lett 17:333-338.","tumors of the respiratory system","Dose",4,"13.6","mg/kg-day","mg/kg-day","30","22","Hamster","Golden Syrian","M/F","F","Oral drinking water",NA,"","Duration"
22,61825,"Amitrole","CalEPA",0.94,"thyroid","Steinhoff D, Weber H, Mohr U and Boehme K (1983). Evaluation of amitrole (aminotriazole) for potential carcinogenicity in orally dosed rats, mice, and golden hamsters. Toxicol. Appl. Pharmacol. 69: 161-169","thyroid tumors","Dose",4,"0.0","ppm","ppm","75","7","Rat","Wistar","M/F","F","Oral diet",NA,"165","Weeks"
22,61825,"Amitrole","CalEPA",0.94,"thyroid","Steinhoff D, Weber H, Mohr U and Boehme K (1983). Evaluation of amitrole (aminotriazole) for potential carcinogenicity in orally dosed rats, mice, and golden hamsters. Toxicol. Appl. Pharmacol. 69: 161-169","thyroid tumors","Dose",4,"1.0","ppm","ppm","75","13","Rat","Wistar","M/F","F","Oral diet",NA,"165","Weeks"
22,61825,"Amitrole","CalEPA",0.94,"thyroid","Steinhoff D, Weber H, Mohr U and Boehme K (1983). Evaluation of amitrole (aminotriazole) for potential carcinogenicity in orally dosed rats, mice, and golden hamsters. Toxicol. Appl. Pharmacol. 69: 161-169","thyroid tumors","Dose",4,"10.0","ppm","ppm","75","12","Rat","Wistar","M/F","F","Oral diet",NA,"165","Weeks"
22,61825,"Amitrole","CalEPA",0.94,"thyroid","Steinhoff D, Weber H, Mohr U and Boehme K (1983). Evaluation of amitrole (aminotriazole) for potential carcinogenicity in orally dosed rats, mice, and golden hamsters. Toxicol. Appl. Pharmacol. 69: 161-169","thyroid tumors","Dose",4,"100.0","ppm","ppm","75","72","Rat","Wistar","M/F","F","Oral diet",NA,"165","Weeks"
23,62442,"Phenacetin","CalEPA",0.0022,"nasal passages","Isaka H, Yoshii H, Otsuji A, Koike M, Nagai Y, Koura M, Sugiyasu K and Kanabayashi T (1979). Tumors of Sprague-Dawley rats induced by long-term feeding of phenacetin. Gann 70: 29-36.","nasal adenocarcinomas","Dose",3,"0.0","% diet","% diet","19","0","Rat","Sprague-Dawley","M/F","M","Oral diet",NA,"104","Weeks"
23,62442,"Phenacetin","CalEPA",0.0022,"nasal passages","Isaka H, Yoshii H, Otsuji A, Koike M, Nagai Y, Koura M, Sugiyasu K and Kanabayashi T (1979). Tumors of Sprague-Dawley rats induced by long-term feeding of phenacetin. Gann 70: 29-36.","nasal adenocarcinomas","Dose",3,"1.25","% diet","% diet","22","8","Rat","Sprague-Dawley","M/F","M","Oral diet",NA,"104","Weeks"
23,62442,"Phenacetin","CalEPA",0.0022,"nasal passages","Isaka H, Yoshii H, Otsuji A, Koike M, Nagai Y, Koura M, Sugiyasu K and Kanabayashi T (1979). Tumors of Sprague-Dawley rats induced by long-term feeding of phenacetin. Gann 70: 29-36.","nasal adenocarcinomas","Dose",3,"2.5","% diet","% diet","27","7","Rat","Sprague-Dawley","M/F","M","Oral diet",NA,"104","Weeks"
24,62533,"Aniline","IRIS",0.0057,"spleen","CIIT (Chemical Industry Institute of Toxicology). 1982. 104-Week chronic toxicity study in rats: Aniline hydrochloride. Final report.","spleen, combined fibrosarcoma, stromal sarcoma, capsular sarcoma and hemangiosarcoma","HEq",4,"0.0","mg/kg-day","ppm","64","0","Rat","CD","M/F","M","Oral diet",NA,"2","Years"
24,62533,"Aniline","IRIS",0.0057,"spleen","CIIT (Chemical Industry Institute of Toxicology). 1982. 104-Week chronic toxicity study in rats: Aniline hydrochloride. Final report.","spleen, combined fibrosarcoma, stromal sarcoma, capsular sarcoma and hemangiosarcoma","HEq",4,"1.23","mg/kg-day","ppm","90","0","Rat","CD","M/F","M","Oral diet",NA,"2","Years"
24,62533,"Aniline","IRIS",0.0057,"spleen","CIIT (Chemical Industry Institute of Toxicology). 1982. 104-Week chronic toxicity study in rats: Aniline hydrochloride. Final report.","spleen, combined fibrosarcoma, stromal sarcoma, capsular sarcoma and hemangiosarcoma","HEq",4,"3.69","mg/kg-day","ppm","90","1","Rat","CD","M/F","M","Oral diet",NA,"2","Years"
24,62533,"Aniline","IRIS",0.0057,"spleen","CIIT (Chemical Industry Institute of Toxicology). 1982. 104-Week chronic toxicity study in rats: Aniline hydrochloride. Final report.","spleen, combined fibrosarcoma, stromal sarcoma, capsular sarcoma and hemangiosarcoma","HEq",4,"12.29","mg/kg-day","ppm","90","31","Rat","CD","M/F","M","Oral diet",NA,"2","Years"
25,62737,"Dichlorvos","IRIS",0.29,"blood","NTP (National Toxicology Program). 1986b. Two-year gavage study of dichlorvos in rats. Unpublished report prepared by Southern Research Institute, May 23. Study No. 05049. NTP, Research Triangle Park, NC.","leukemia, all types","Dose",3,"0.0","mg/kg-day","ppm","50","11","Rat","Fischer 344","M/F","M","Oral gavage",5,"2","Years"
